Geo_FIPS,Geo_QNAME,Geo_NAME,TOTAL POP_DEMOGRAPHICS,WHITE_POP,BLACK_POP,AMERICAN INDIAN_POP,ASIAN_POP,NATIVE HAWAIIAN-POP,OTHER_POP,TWO RACES _POP,TOTAL NUMBER HOUSEHOLD_INCOME,<10K,10-15K,15-20K,20-25K,25-30K,30-35K,35-40K,40-45K,45-50K,50-60K,60-75K,75-99K,100-125K,125-150K,150-200K,>200K,MEDIAN HOUSEHOLD_INCOME,OWNER HOUSEHOLD_MEDIAN INCOME,RENTER HOUSEHOLD_MEDIAN INCOME,TOTAL HOUSING UNITS ,OWNER HOUSING UNITS,RENTER HOUSING UNITS,WHITE OWNER HOUSING UNITS,NON WHITE OWNER HOUSING UNITS,MEDIAN HOUSE VALUE (OWNER),,OTHER ,"Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Second Mortgage Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Home Equity Loan Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Both Second Mortgage and Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: No Second Mortgage and No Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Home Equity Loan Without A Primary Mortgage",Owner-Occupied Housing Units: Housing Units Without a Mortgage,1 PERSON HOUSEHOLD,2 PERSON HOUSEHOLD,3 PERSON HOUSEHOLD,4 PERSON HOUSEHOLD,5 PERSON HOUSEHOLD,6 PERSON HOUSEHOLD,7 OR MORE PERSON HOUSEHOLD
25017370202,"Census Tract 3702.02, Middlesex County, Massachusetts",Census Tract 3702.02,3455,2734,29,0,240,0,82,370,1672,51,10,19,0,30,15,44,52,18,98,132,149,258,95,169,532,122917,146447,84643,1795,1144,651,957,187,830800,,,762,46,0,46,0,678,38,382,621,609,243,143,46,0,10
25017370301,"Census Tract 3703.01, Middlesex County, Massachusetts",Census Tract 3703.01,4159,3004,43,0,474,0,265,373,1981,86,39,27,17,32,22,40,84,28,93,148,127,302,217,293,426,123983,133250,122723,2048,972,1076,737,235,668000,,,437,34,0,34,0,342,61,535,764,570,418,156,0,73,0
25017370302,"Census Tract 3703.02, Middlesex County, Massachusetts",Census Tract 3703.02,1976,974,22,53,251,0,232,444,868,40,19,15,28,6,28,0,30,0,74,49,157,137,29,71,185,95714,110905,83463,984,269,715,223,46,636900,,,149,0,0,0,0,149,0,120,296,252,99,183,23,0,15
25017370401,"Census Tract 3704.01, Middlesex County, Massachusetts",Census Tract 3704.01,3688,2423,371,0,590,0,200,104,1898,149,23,166,14,23,10,25,101,11,22,98,208,159,178,372,339,116136,188882,102888,1928,573,1355,511,62,782100,,,356,65,0,65,0,291,0,217,815,683,197,165,0,38,0
25017370402,"Census Tract 3704.02, Middlesex County, Massachusetts",Census Tract 3704.02,1431,842,42,0,140,0,127,280,685,44,16,16,4,6,0,0,17,6,28,41,33,97,46,70,261,137104,157000,136208,706,290,416,186,104,791300,,,250,23,0,23,0,221,6,40,184,312,165,24,0,0,0
25017370403,"Census Tract 3704.03, Middlesex County, Massachusetts",Census Tract 3704.03,1970,1550,112,0,204,0,0,104,973,14,30,9,0,28,24,12,8,0,12,188,101,54,157,45,291,125542,146970,117656,988,434,554,296,138,707700,,,319,57,0,57,0,256,6,115,376,359,104,134,0,0,0
25017373100,"Census Tract 3731, Middlesex County, Massachusetts",Census Tract 3731,5323,3943,35,149,451,0,409,336,1939,32,17,8,0,31,43,18,12,0,46,78,310,114,201,101,928,159441,232632,130859,2078,1034,1044,963,71,1126300,,,581,150,0,150,0,431,0,453,267,685,432,436,81,38,0
25017373200,"Census Tract 3732, Middlesex County, Massachusetts",Census Tract 3732,5223,3362,30,0,1048,0,146,637,2188,12,126,164,17,108,29,0,27,19,78,89,211,281,183,290,554,121154,124837,109750,2210,1050,1160,723,327,882100,,,675,192,0,192,0,483,0,375,751,591,365,301,101,79,0
25017373300,"Census Tract 3733, Middlesex County, Massachusetts",Census Tract 3733,3027,2172,139,0,366,0,94,256,1245,29,37,97,23,0,0,12,3,20,41,36,85,42,205,161,454,149720,209000,100598,1339,720,619,537,183,1090700,,,516,123,41,82,0,383,10,204,341,435,202,144,93,30,0
25017373400,"Census Tract 3734, Middlesex County, Massachusetts",Census Tract 3734,3459,2710,68,46,291,0,45,299,1311,9,39,6,44,12,0,29,7,7,88,110,81,193,64,128,494,137656,157900,109904,1416,782,634,675,107,1127700,,,523,67,15,52,0,359,97,259,255,458,224,329,45,0,0
25017373500,"Census Tract 3735, Middlesex County, Massachusetts",Census Tract 3735,6216,4771,108,0,786,0,135,416,1925,37,43,0,11,0,9,11,0,6,37,53,94,64,141,113,1306,250001,250001,143525,2023,1744,279,1511,233,1640300,,,1125,290,41,249,0,795,40,619,318,692,323,358,150,84,0
25017373600,"Census Tract 3736, Middlesex County, Massachusetts",Census Tract 3736,6083,4271,257,0,731,10,123,691,1018,69,0,8,30,25,4,4,0,8,30,0,78,25,24,146,567,250001,250001,159643,1102,678,424,579,99,2000001,,,468,103,4,99,3,347,15,210,123,362,269,129,116,19,0
25017373700,"Census Tract 3737, Middlesex County, Massachusetts",Census Tract 3737,3713,2935,29,0,558,0,32,159,1439,17,15,11,0,0,0,0,0,44,9,50,70,72,49,144,958,250001,250001,162045,1468,1321,147,1140,181,1533400,,,665,131,9,122,0,490,44,656,220,665,163,292,85,14,0
25017373800,"Census Tract 3738, Middlesex County, Massachusetts",Census Tract 3738,6139,4266,257,0,1035,0,119,462,2452,60,38,0,61,36,81,20,83,38,32,106,147,203,149,568,830,159095,163594,124732,2526,1913,613,1403,510,1044400,,,976,113,0,113,0,838,25,937,680,779,415,270,288,20,0
25017373901,"Census Tract 3739.01, Middlesex County, Massachusetts",Census Tract 3739.01,3066,2198,0,0,716,0,43,109,1066,9,9,0,82,0,13,0,9,0,0,75,70,53,49,96,601,248056,250001,201094,1091,933,158,651,282,1597600,,,596,284,21,263,0,312,0,337,122,470,94,194,171,15,0
25017373902,"Census Tract 3739.02, Middlesex County, Massachusetts",Census Tract 3739.02,3678,2788,23,0,575,0,81,211,1434,96,11,0,18,15,0,20,10,21,27,42,138,43,36,308,649,182622,222652,160104,1669,1098,571,919,179,1156600,,,489,85,0,85,0,358,46,609,442,490,230,179,20,58,15
25017374000,"Census Tract 3740, Middlesex County, Massachusetts",Census Tract 3740,4337,2964,12,0,1100,5,109,147,1639,20,21,46,46,17,9,17,28,16,41,133,38,66,152,147,842,212991,225156,31806,1826,1424,402,1053,371,1154400,,,909,233,0,233,12,602,62,515,321,644,317,236,89,32,0
25017374100,"Census Tract 3741, Middlesex County, Massachusetts",Census Tract 3741,5251,2887,59,0,1862,0,96,347,2003,135,24,31,41,22,18,0,11,10,92,303,214,122,176,135,669,120766,149943,81792,2126,1231,895,798,433,932400,,,673,165,11,154,0,484,24,558,338,709,541,357,18,17,23
25017374200,"Census Tract 3742, Middlesex County, Massachusetts",Census Tract 3742,4068,3048,51,118,548,0,31,272,1523,24,15,7,0,8,7,32,83,37,21,42,101,70,37,130,909,242389,250001,75288,1672,1203,469,958,245,1257300,,,723,163,9,154,8,531,21,480,279,606,157,269,203,0,9
25017374300,"Census Tract 3743, Middlesex County, Massachusetts",Census Tract 3743,3788,3148,28,0,314,0,156,142,1282,20,5,0,0,11,0,8,0,0,8,25,57,27,43,132,946,250001,250001,190491,1282,1227,55,1058,169,1760900,,,781,204,61,143,0,523,54,446,108,463,251,361,46,53,0
25017374400,"Census Tract 3744, Middlesex County, Massachusetts",Census Tract 3744,5639,3617,168,0,1065,0,258,531,2134,83,35,39,42,9,21,10,0,70,61,19,151,157,79,228,1130,242700,250001,,2257,1626,631,1209,417,1992300,,,835,137,0,137,10,688,0,791,426,801,385,290,222,7,3
25017374500,"Census Tract 3745, Middlesex County, Massachusetts",Census Tract 3745,4686,3001,424,6,779,0,70,406,1767,101,11,45,18,52,14,36,0,24,55,51,138,211,162,165,684,135669,199205,107440,1807,1097,710,869,228,1034200,,,792,198,23,175,0,583,11,305,410,614,319,280,144,0,0
25017374600,"Census Tract 3746, Middlesex County, Massachusetts",Census Tract 3746,5314,3952,107,9,879,0,62,305,2126,40,33,24,20,0,11,41,10,0,84,149,60,162,316,370,806,167381,203750,142770,2163,1366,797,1029,337,944700,,,945,209,19,190,0,702,34,421,523,712,512,247,71,48,13
25017374700,"Census Tract 3747, Middlesex County, Massachusetts",Census Tract 3747,4421,3234,19,0,739,0,36,393,1874,117,146,12,27,19,85,29,10,20,57,63,107,68,77,189,848,171333,244886,56719,1995,1119,876,942,177,1102900,,,825,173,14,159,11,632,9,294,552,595,253,416,48,10,0
25017374800,"Census Tract 3748, Middlesex County, Massachusetts",Census Tract 3748,5073,3634,172,0,847,0,88,332,1365,9,52,17,8,43,0,0,18,26,40,64,103,120,86,96,683,200083,250001,98523,1481,964,517,805,159,1215900,,,646,231,17,214,0,395,20,318,316,447,220,250,100,12,20
25017382100,"Census Tract 3821, Middlesex County, Massachusetts",Census Tract 3821,4926,3801,103,0,556,0,106,360,1718,29,40,24,5,32,0,0,44,5,85,89,110,243,150,226,636,151071,156116,92222,1801,1622,179,1358,264,735100,,,1034,240,33,207,0,728,66,588,292,578,276,397,144,31,0
25017382200,"Census Tract 3822, Middlesex County, Massachusetts",Census Tract 3822,5229,4684,67,0,221,0,63,194,2127,58,54,34,0,52,36,0,0,7,13,107,110,378,215,202,861,149943,194278,115417,2251,1582,669,1410,172,789000,,,1029,97,13,84,0,932,0,553,322,1028,401,288,69,10,9
25017382300,"Census Tract 3823, Middlesex County, Massachusetts",Census Tract 3823,5994,5337,63,11,511,0,5,67,2431,53,19,0,25,19,0,18,78,18,63,202,164,147,129,275,1221,202893,195069,222212,2473,1897,576,1702,195,899800,,,1370,385,0,385,0,985,0,527,731,690,420,504,67,19,0
25017382400,"Census Tract 3824, Middlesex County, Massachusetts",Census Tract 3824,5275,4478,32,0,485,0,43,237,2219,77,71,30,60,12,44,99,36,45,110,217,154,222,229,46,767,111172,185435,62254,2319,1526,793,1275,251,755500,,,1116,246,15,231,0,841,29,410,550,831,438,321,79,0,0
25017382500,"Census Tract 3825, Middlesex County, Massachusetts",Census Tract 3825,5697,4099,85,7,914,0,106,486,2451,238,63,0,43,39,17,19,57,76,46,163,280,219,92,340,759,121086,206719,78246,2530,1145,1385,1039,106,675000,,,857,224,19,205,18,581,34,288,837,633,385,394,202,0,0
25017382601,"Census Tract 3826.01, Middlesex County, Massachusetts",Census Tract 3826.01,4661,2162,105,26,1434,0,229,705,2152,0,48,28,0,29,59,95,24,16,125,233,78,359,283,367,408,122250,125135,121891,2195,949,1246,646,303,371700,,,695,21,0,21,15,659,0,254,715,865,211,326,35,0,0
25017382602,"Census Tract 3826.02, Middlesex County, Massachusetts",Census Tract 3826.02,4845,3802,88,0,767,14,34,140,2311,50,230,30,40,238,9,24,0,10,124,84,184,207,120,278,683,112211,171272,25802,2320,1683,637,1257,426,709800,,,931,101,0,101,0,781,49,752,975,617,251,380,68,0,20
25017383101,"Census Tract 3831.01, Middlesex County, Massachusetts",Census Tract 3831.01,4177,1099,249,194,41,0,1143,1451,1170,44,104,37,67,42,10,30,137,76,6,91,171,121,106,44,84,64107,107292,45880,1241,285,956,82,203,354300,,,210,31,8,23,0,172,7,75,262,280,201,299,44,22,62
25017383102,"Census Tract 3831.02, Middlesex County, Massachusetts",Census Tract 3831.02,5474,1482,686,9,29,0,1253,2015,1839,150,108,143,108,25,62,3,52,153,193,229,322,116,101,64,10,54651,103125,49965,1971,239,1732,111,128,528600,,,126,7,0,7,0,119,0,113,205,635,510,364,111,14,0
25017383200,"Census Tract 3832, Middlesex County, Massachusetts",Census Tract 3832,6225,2076,387,8,172,0,2131,1451,2046,44,74,33,67,29,17,0,76,10,231,207,324,152,156,300,326,89671,157574,70514,2092,862,1230,518,344,482800,,,785,94,0,94,0,691,0,77,423,458,450,480,167,17,51
25017383300,"Census Tract 3833, Middlesex County, Massachusetts",Census Tract 3833,3741,1887,162,23,434,0,530,705,1560,189,9,48,52,4,27,98,8,24,68,94,262,168,71,107,331,84605,194593,72130,1593,610,983,491,119,588100,,,458,113,9,104,0,345,0,152,612,448,142,259,99,0,0
25017383401,"Census Tract 3834.01, Middlesex County, Massachusetts",Census Tract 3834.01,2859,1382,86,0,46,0,625,720,1062,62,38,10,0,36,0,113,42,79,0,143,107,116,33,137,146,76538,,61824,1110,311,799,210,101,412900,,,192,0,0,0,0,129,63,119,279,258,128,283,95,0,19
25017383402,"Census Tract 3834.02, Middlesex County, Massachusetts",Census Tract 3834.02,3838,1661,92,0,261,0,1011,813,1380,149,0,0,164,0,36,0,90,35,84,263,117,237,4,120,81,67572,73162,60852,1422,599,823,473,126,432800,,,422,16,0,16,0,393,13,177,437,259,201,255,198,30,0
25017383501,"Census Tract 3835.01, Middlesex County, Massachusetts",Census Tract 3835.01,4110,2315,540,16,102,0,290,847,1892,116,208,168,104,34,23,95,62,73,48,101,204,84,142,246,184,60514,160455,41000,2003,562,1441,376,186,555900,,,476,57,46,11,0,407,12,86,724,596,302,171,44,43,12
25017383502,"Census Tract 3835.02, Middlesex County, Massachusetts",Census Tract 3835.02,3963,2342,390,0,420,11,550,250,1079,10,0,9,22,29,29,53,23,0,0,191,179,38,121,102,273,96736,164345,74861,1079,559,520,390,169,648100,,,347,115,7,108,0,232,0,212,274,260,329,143,67,6,0
25017383600,"Census Tract 3836, Middlesex County, Massachusetts",Census Tract 3836,6046,3886,109,0,851,0,337,863,2323,48,125,21,0,26,28,82,30,51,141,183,259,325,188,267,549,113764,130926,66445,2405,1614,791,1070,544,602900,,,1224,204,43,161,0,900,120,390,613,811,375,384,117,7,16
25017383700,"Census Tract 3837, Middlesex County, Massachusetts",Census Tract 3837,5193,3440,135,0,323,0,811,484,2102,17,77,170,0,19,18,37,0,33,76,134,324,342,59,241,555,115950,125167,84025,2102,1448,654,1173,275,586600,,,1030,166,0,166,0,787,77,418,490,655,571,322,62,0,2
25017383800,"Census Tract 3838, Middlesex County, Massachusetts",Census Tract 3838,6103,4452,255,0,526,0,257,613,2476,63,68,36,42,14,47,0,23,34,59,149,296,333,219,266,827,132079,140115,115764,2603,1979,624,1568,411,606700,,,1448,310,37,273,36,1000,102,531,629,921,371,380,114,41,20
25017383902,"Census Tract 3839.02, Middlesex County, Massachusetts",Census Tract 3839.02,5920,4277,115,21,714,0,434,359,2189,34,8,13,0,20,0,45,0,30,95,147,127,167,222,236,1045,182880,192054,64821,2274,2077,197,1700,377,652700,,,1251,258,0,258,0,950,43,826,339,822,395,500,79,14,40
25017383903,"Census Tract 3839.03, Middlesex County, Massachusetts",Census Tract 3839.03,2527,1424,476,20,160,0,29,418,890,0,0,26,40,0,16,7,8,0,100,54,69,91,67,148,264,131324,131985,,923,881,42,629,252,576400,,,633,144,19,125,31,451,7,248,250,250,142,129,0,119,0
25017383904,"Census Tract 3839.04, Middlesex County, Massachusetts",Census Tract 3839.04,4913,3739,296,17,262,0,224,375,2150,143,133,5,0,11,52,24,82,33,133,110,359,107,175,265,518,98611,139750,46053,2150,1538,612,1308,230,606200,,,979,130,12,118,0,849,0,559,691,790,262,282,103,12,10
25017384003,"Census Tract 3840.03, Middlesex County, Massachusetts",Census Tract 3840.03,5475,3274,539,0,710,21,463,468,2702,83,129,34,58,61,58,20,139,108,186,230,325,199,305,127,640,94088,209781,76645,2857,997,1860,826,171,788300,,,707,51,0,51,0,640,16,290,1193,816,344,235,85,0,29
25017384004,"Census Tract 3840.04, Middlesex County, Massachusetts",Census Tract 3840.04,1449,948,125,0,142,0,157,77,591,7,5,10,18,7,0,7,5,20,0,31,58,73,79,63,208,136581,161400,120729,591,478,113,339,139,639600,,,361,82,27,55,0,273,6,117,128,290,68,64,17,17,7
25017385101,"Census Tract 3851.01, Middlesex County, Massachusetts",Census Tract 3851.01,2978,1899,504,0,471,0,10,94,1221,77,0,0,22,32,0,0,10,0,15,96,53,199,44,151,522,171850,214716,112170,1272,703,569,590,113,743600,,,426,99,0,99,0,327,0,277,237,417,345,170,52,0,0
25017385102,"Census Tract 3851.02, Middlesex County, Massachusetts",Census Tract 3851.02,4762,3779,98,0,455,0,89,341,1804,109,16,29,77,9,107,0,0,10,17,71,148,146,254,220,591,137344,172909,,1851,1324,527,1091,233,631100,,,909,173,12,161,0,693,43,415,324,602,455,337,64,15,7
25017385201,"Census Tract 3852.01, Middlesex County, Massachusetts",Census Tract 3852.01,2871,2011,151,0,62,0,387,260,1238,23,26,11,0,0,51,42,35,14,22,145,217,224,28,121,279,104857,122386,50625,1292,941,351,819,122,553300,,,489,53,17,36,0,436,0,452,421,404,218,146,45,4,0
25017385203,"Census Tract 3852.03, Middlesex County, Massachusetts",Census Tract 3852.03,4611,3307,233,12,866,0,126,67,2156,64,12,14,31,79,37,15,13,72,95,165,221,349,196,220,573,115819,116444,,2299,1845,454,1475,370,475100,,,1120,189,0,189,0,908,23,725,707,856,259,334,0,0,0
25017385204,"Census Tract 3852.04, Middlesex County, Massachusetts",Census Tract 3852.04,3472,2020,8,17,959,0,105,363,1154,0,21,0,0,17,0,0,23,13,18,32,168,165,74,141,482,167188,220417,113352,1281,908,373,582,326,639600,,,691,63,0,63,7,621,0,217,60,414,276,289,96,19,0
25017386100,"Census Tract 3861, Middlesex County, Massachusetts",Census Tract 3861,4404,3567,21,0,402,0,11,403,1512,0,12,23,0,4,16,32,21,0,65,23,95,95,89,191,846,247500,250001,106563,1575,1351,224,1160,191,944400,,,957,232,38,194,0,702,23,394,242,496,174,461,113,26,0
25017387100,"Census Tract 3871, Middlesex County, Massachusetts",Census Tract 3871,4377,3785,31,0,124,0,177,260,1774,35,35,37,12,68,85,26,9,17,40,103,132,144,148,309,574,149286,170882,67604,1796,1418,378,1263,155,611900,,,993,141,14,127,0,846,6,425,451,614,339,255,111,4,0
25017387201,"Census Tract 3872.01, Middlesex County, Massachusetts",Census Tract 3872.01,5976,4905,22,0,589,0,62,398,2301,89,41,45,56,73,109,10,47,63,52,37,187,171,154,463,704,151650,169779,33658,2345,1987,358,1740,247,598400,,,1347,279,13,266,0,1068,0,640,442,799,535,372,105,44,4
25017387202,"Census Tract 3872.02, Middlesex County, Massachusetts",Census Tract 3872.02,4611,3947,53,0,268,0,99,244,1579,23,0,9,13,29,0,9,17,0,55,45,123,70,202,220,764,188472,200417,54125,1633,1502,131,1341,161,672000,,,866,188,30,158,0,678,0,636,139,673,286,322,57,41,61
25017388100,"Census Tract 3881, Middlesex County, Massachusetts",Census Tract 3881,5468,3718,465,0,985,0,55,245,2210,71,0,20,56,43,15,25,61,0,150,106,178,109,263,247,866,151000,188077,61979,2279,1708,571,1274,434,671800,,,1228,242,0,242,0,986,0,480,542,743,313,570,11,31,0
25017388200,"Census Tract 3882, Middlesex County, Massachusetts",Census Tract 3882,7017,5784,461,3,177,13,351,228,2404,14,27,11,135,148,16,0,59,127,68,169,220,218,376,354,462,121875,134554,47738,2512,1978,534,1851,127,412700,,,1425,340,38,302,0,1070,15,553,728,790,455,240,148,30,13
25017388300,"Census Tract 3883, Middlesex County, Massachusetts",Census Tract 3883,6099,3284,685,0,760,0,560,810,1951,304,328,249,158,106,86,76,34,35,134,36,170,120,34,55,26,23688,84375,20473,2074,197,1877,94,103,327300,,,159,0,0,0,0,159,0,38,1092,441,176,176,66,0,0
25017980000,"Census Tract 9800, Middlesex County, Massachusetts",Census Tract 9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
